"X.EMPTY.","Nimi","Osoite","Postinro","Paikkakunta","Kaupunginosa","Aukioloaika","NA.","osoite_paikkakunta","lat","lon"
3018,"H&M Hennes & Mauritz","Vantaanportinkatu 3",1510,"Vantaa","Pakkala",NA,"Vaatekaupat","Vantaanportinkatu 3,Vantaa","60.2925143","24.9619895"
3019,"H&M Hennes & Mauritz","Iskoskuja 3",1600,"Vantaa","Myyrmäki",NA,"Vaatekaupat","Iskoskuja 3,Vantaa","60.2608563","24.8543158"
3025,"Hairmail","Runeberginkatu 4 B",100,"Helsinki","Kamppi",NA,"Kauneus ja terveys","Runeberginkatu 4 B,Helsinki","60.1690612","24.92757"
3029,"HairStore Megasalon","Urho Kekkosen katu 1",100,"Helsinki","Kamppi",NA,"Parturit ja kampaamot","Urho Kekkosen katu 1,Helsinki","60.1694465","24.932871"
3035,"Hakunilan apteekki","Laukkarinne 6",1200,"Vantaa","Hakunila",NA,"Apteekit","Laukkarinne 6,Vantaa","60.278661","25.1041024"
3039,"Halonen","Leppävaarankatu 3-9",2600,"Espoo","Etelä-Leppävaara",NA,"Vaatekaupat","Leppävaarankatu 3-9,Espoo","60.2188216","24.8128941"
3040,"Halonen","Pohjoisesplanadi 37",100,"Helsinki","Kluuvi",NA,"Vaatekaupat","Pohjoisesplanadi 37,Helsinki","60.1678134","24.9443609"
3041,"Halonen","Itäkatu 1-5 A",930,"Helsinki","Itäkeskus",NA,"Vaatekaupat","Itäkatu 1-5 A,Helsinki","60.2092277","25.0763207"
3095,"Halti Store","Urho Kekkosen katu 1",100,"Helsinki","Kamppi",NA,"Sekatavarakaupat","Urho Kekkosen katu 1,Helsinki","60.1694465","24.932871"
3096,"Hämeenheikki","Hitsaajankatu 8",810,"Helsinki","Herttoniemenranta",NA,"Elektroniikkaliikkeet","Hitsaajankatu 8,Helsinki","60.19260995","25.0274155"
3106,"Hämeentien Auto ja Rengas Oy","Hämeentie 103 A",550,"Helsinki","Hermanni",NA,"Autokorjaamot","Hämeentie 103 A,Helsinki","60.2084554","24.9734927"
3109,"Handelsbanken","Nelikkotie 2",2230,"Espoo","Matinkylä",NA,"Pankit","Nelikkotie 2,Espoo","60.1619729","24.7398006"
3110,"Handelsbanken","Länsituulentie 1",2101,"Espoo","Tapiola",NA,"Pankit","Länsituulentie 1,Espoo","60.1753514","24.8016507"
3112,"Handelsbanken","Erottajankatu 11",130,"Helsinki","Kaartinkaupunki",NA,"Pankit","Erottajankatu 11,Helsinki","60.165633","24.9439832"
3113,"Handelsbanken","Siltasaarenkatu 18-20",530,"Helsinki","Siltasaari",NA,"Pankit","Siltasaarenkatu 18-20,Helsinki","60.18033635","24.9488999941326"
3114,"Handelsbanken","Tallinnanaukio 1",930,"Helsinki","Itäkeskus",NA,"Pankit","Tallinnanaukio 1,Helsinki","60.209829","25.0783368"
3115,"Handelsbanken","Simonkatu 9",101,"Helsinki","Kamppi",NA,"Pankit","Simonkatu 9,Helsinki","60.1690976","24.9349238"
3116,"Handelsbanken","Raumantie 1",351,"Helsinki","Munkkivuori",NA,"Pankit","Raumantie 1,Helsinki","60.2060944","24.8782475"
3117,"Handelsbanken","Pasilankatu 8",240,"Helsinki","Länsi-Pasila",NA,"Pankit","Pasilankatu 8,Helsinki","60.1974527","24.9279772"
3118,"Handelsbanken","Aleksanterinkatu 46 A",101,"Helsinki","Kluuvi",NA,"Pankit","Aleksanterinkatu 46 A,Helsinki","60.1692031","24.9581519"
3119,"Handelsbanken","Itämerenkatu 9",180,"Helsinki","Ruoholahti",NA,"Pankit","Itämerenkatu 9,Helsinki","60.1636793","24.9182902"
3125,"Handelsbanken","Thurmaninaukio 10",2700,"Kauniainen"," ",NA,"Pankit","Thurmaninaukio 10,Kauniainen",NA,NA
3152,"Handelsbanken","Vantaanportinkatu 3",1510,"Vantaa","Pakkala",NA,"Pankit","Vantaanportinkatu 3,Vantaa","60.2925143","24.9619895"
3153,"Handelsbanken","Liesitori 1",1600,"Vantaa","Myyrmäki",NA,"Pankit","Liesitori 1,Vantaa","60.26287525","24.8527719265113"
3154,"Handelsbanken","Kielotie 28",1301,"Vantaa","Tikkurila",NA,"Pankit","Kielotie 28,Vantaa","60.2898374","25.0357499"
3162,"haukilahden sivuapteekki","Haukilahdenkatu 25",2170,"Espoo","Haukilahti",NA,"Apteekit","Haukilahdenkatu 25,Espoo","60.1627211","24.7745185"
3165,"Hauler Pizza & Kebab","Vihdintie 15",320,"Helsinki","Etelä-Haaga",NA,"Pizzeriat","Vihdintie 15,Helsinki","60.2117202","24.8877798"
3166,"Hbl asiakaspalvelu","Mannerheimintie 20 A",100,"Helsinki","Kamppi",NA,"Muut","Mannerheimintie 20 A,Helsinki","60.1916307","24.912036"
3167,"HealtEx Club","Urho Kekkosen katu 1",100,"Helsinki","Kamppi",NA,"Kuntosalit","Urho Kekkosen katu 1,Helsinki","60.1694465","24.932871"
3174,"Hellsinki Rock Shop","Albertinkatu 38",180,"Helsinki","Kamppi",NA,"Vaatekaupat","Albertinkatu 38,Helsinki","60.165032","24.9320663"
3176,"Helmisisustus","Itäinen valkoisenlahteentie 19",1260,"Vantaa","Kuninkaanmäki",NA,"Sisustusliikkeet","Itäinen valkoisenlahteentie 19,Vantaa","60.2977235","25.1122098"
3177,"Helppomuutto","Hyttitie 4 B",700,"Helsinki","Malmin Lentokenttä",NA,"Muut","Hyttitie 4 B,Helsinki","60.2475757","25.0551897"
3178,"Helsingin Akvaariokeskus","Itämerenkatu 26",180,"Helsinki","Ruoholahti",NA,"Eläinkaupat","Itämerenkatu 26,Helsinki","60.1630008","24.9088634"
3179,"Helsingin Jäätelötehdas","Mannerheimintie 20 A",100,"Helsinki","Kamppi",NA,"Jäätelöbaarit","Mannerheimintie 20 A,Helsinki","60.1916307","24.912036"
3180,"Helsingin OP Pankki","Ulappakatu 1 A",2320,"Espoo","Espoonlahti",NA,"Pankit","Ulappakatu 1 A,Espoo","60.15073955","24.6552364994261"
3181,"Helsingin OP Pankki","Revontulenpuisto 2",2100,"Espoo","Tapiola",NA,"Pankit","Revontulenpuisto 2,Espoo","60.1713422","24.8058913742747"
3182,"Helsingin OP Pankki","Piispansilta 11",2230,"Espoo","Matinkylä",NA,"Pankit","Piispansilta 11,Espoo","60.1620733","24.7375304"
3183,"Helsingin OP Pankki","Länsituulentie 8",2100,"Espoo","Tapiola",NA,"Pankit","Länsituulentie 8,Espoo","60.1753514","24.8016507"
3184,"Helsingin OP Pankki","Läkkisepänkuja 4",2650,"Espoo","Pohjois-Leppävaara",NA,"Pankit","Läkkisepänkuja 4,Espoo","60.2207348","24.8112142"
3185,"Helsingin OP Pankki","Siltakatu 11",2770,"Espoo","Suvela",NA,"Pankit","Siltakatu 11,Espoo","60.2035124","24.6590606"
3186,"Helsingin OP Pankki","Leppävaarankatu 3-9",2600,"Espoo","Etelä-Leppävaara",NA,"Pankit","Leppävaarankatu 3-9,Espoo","60.2188216","24.8128941"
3187,"Helsingin OP Pankki","Ostostie 4",940,"Helsinki","Kontula",NA,"Pankit","Ostostie 4,Helsinki","60.2373006","25.0848435"
3188,"Helsingin OP Pankki","Arkadiankatu 23",100,"Helsinki","Etu-Töölö",NA,"Pankit","Arkadiankatu 23,Helsinki","60.1715522","24.9252036"
3189,"Helsingin OP Pankki","Bulevardi 5",120,"Helsinki","Kamppi",NA,"Pankit","Bulevardi 5,Helsinki","60.1651672","24.9388178"
3190,"Helsingin OP Pankki","Mikonkatu 13",100,"Helsinki","Kluuvi",NA,"Pankit","Mikonkatu 13,Helsinki","60.1704947","24.9456069"
3191,"Helsingin OP Pankki","Kylänvanhimmantie 29",640,"Helsinki","Patola",NA,"Pankit","Kylänvanhimmantie 29,Helsinki","60.228493","24.9635345"
3192,"Helsingin OP Pankki","Malmin Kauppatie 18",700,"Helsinki","Ylä-Malmi",NA,"Pankit","Malmin Kauppatie 18,Helsinki","60.2520968","25.0103537"
3193,"Helsingin OP Pankki","Itämerenkatu 21",180,"Helsinki","Ruoholahti",NA,"Pankit","Itämerenkatu 21,Helsinki","60.1636203","24.9119067"
3194,"Helsingin OP Pankki","Mannerheimintie 114",250,"Helsinki","Meilahti",NA,"Pankit","Mannerheimintie 114,Helsinki","60.1908626","24.9130893"
3195,"Helsingin OP Pankki","Turunlinnantie 14",930,"Helsinki","Itäkeskus",NA,"Pankit","Turunlinnantie 14,Helsinki","60.2107082","25.0788273"
3196,"Helsingin OP Pankki","Mikonkatu 13 A",101,"Helsinki","Kluuvi",NA,"Pankit","Mikonkatu 13 A,Helsinki","60.1714656","24.945086"
3197,"Helsingin OP Pankki","Hakaniemenranta 1",530,"Helsinki","Siltasaari",NA,"Pankit","Hakaniemenranta 1,Helsinki","60.1781587","24.9569305"
3198,"Helsingin OP Pankki","Raumantie 1",350,"Helsinki","Munkkivuori",NA,"Pankit","Raumantie 1,Helsinki","60.2060944","24.8782475"
3199,"Helsingin OP Pankki","Kaisaniemenkatu 1 B",101,"Helsinki","Kluuvi",NA,"Pankit","Kaisaniemenkatu 1 B,Helsinki","60.1709399","24.94615"
3200,"Helsingin OP Pankki","Itäkatu 1-5",930,"Helsinki","Itäkeskus",NA,"Pankit","Itäkatu 1-5,Helsinki","60.2092277","25.0763207"
3201,"Helsingin OP Pankki","Vuotie 45",980,"Helsinki","Keski-Vuosaari",NA,"Pankit","Vuotie 45,Helsinki","60.2070072","25.1456118"
3202,"Helsingin OP Pankki","Teollisuuskatu 1 E",510,"Helsinki","Vallila",NA,"Pankit","Teollisuuskatu 1 E,Helsinki","60.1938855","24.9482551"
3203,"Helsingin OP Pankki","Hitsaajankatu 22",810,"Helsinki","Herttoniemenranta",NA,"Pankit","Hitsaajankatu 22,Helsinki","60.1928337","25.0341625"
3204,"Helsingin OP Pankki","Aleksanterinkatu 19",100,"Helsinki","Kluuvi",NA,"Pankit","Aleksanterinkatu 19,Helsinki","60.1689127","24.9422494"
3205,"Helsingin OP Pankki","Kauniaistentie 7",2700,"Kauniainen"," ",NA,"Pankit","Kauniaistentie 7,Kauniainen","60.2097836","24.729884"
3207,"Helsingin OP Pankki","Kivivuorentie 4",1620,"Vantaa","Martinlaakso",NA,"Pankit","Kivivuorentie 4,Vantaa","60.2781065","24.8539452"
3208,"Helsingin OP Pankki","Merikotkanpolku 2",1450,"Vantaa","Korso",NA,"Pankit","Merikotkanpolku 2,Vantaa","60.3511782","25.0770481"
3209,"Helsingin OP Pankki","Neilikkatie 17",1300,"Vantaa","Tikkurila",NA,"Pankit","Neilikkatie 17,Vantaa","60.2901474","25.0392733"
3210,"Helsingin OP Pankki","Kielotie 11",1300,"Vantaa","Tikkurila",NA,"Pankit","Kielotie 11,Vantaa","60.2929475","25.0384385"
3211,"Helsingin OP Pankki","Myyrmäenraitti 2",1600,"Vantaa","Myyrmäki",NA,"Pankit","Myyrmäenraitti 2,Vantaa","60.2629949","24.8517922"
3212,"Helsingin OP Pankki","Vantaanportinkatu 3",1510,"Vantaa","Pakkala",NA,"Pankit","Vantaanportinkatu 3,Vantaa","60.2925143","24.9619895"
3213,"Helsink Tattoo Studio","Luotsikatu 6",160,"Helsinki","Katajanokka",NA,"Muut","Luotsikatu 6,Helsinki","60.1678196","24.9644717"
3214,"Hempsteri","Helsinginkatu 20",530,"Helsinki","Torkkelinmäki",NA,"","Helsinginkatu 20,Helsinki","60.1867772","24.9520501"
3216,"Hemtex","Leppävaarankatu 3-9",2600,"Espoo","Etelä-Leppävaara",NA,"Tekstiilit","Leppävaarankatu 3-9,Espoo","60.2188216","24.8128941"
3217,"Hemtex","Piispansilta 11",2230,"Espoo","Matinkylä",NA,"Tekstiilit","Piispansilta 11,Espoo","60.1620733","24.7375304"
3218,"Hemtex","Siltasaarenkatu 16",530,"Helsinki","Siltasaari",NA,"Tekstiilit","Siltasaarenkatu 16,Helsinki","60.1793528","24.9495416"
3219,"Hemtex","Itäkatu 7",930,"Helsinki","Itäkeskus",NA,"Tekstiilit","Itäkatu 7,Helsinki","60.2104564","25.0810679"
3220,"Hemtex","Kantelettarentie 1",420,"Helsinki","Kannelmäki",NA,"Tekstiilit","Kantelettarentie 1,Helsinki","60.2373166","24.8908148"
3221,"Hemtex","Urho Kekkosen katu 1",100,"Helsinki","Kamppi",NA,"Tekstiilit","Urho Kekkosen katu 1,Helsinki","60.1694465","24.932871"
3234,"Hemtex","Vantaanportinkatu 3",1530,"Vantaa","Pakkala",NA,"Tekstiilit","Vantaanportinkatu 3,Vantaa","60.2925143","24.9619895"
3236,"herttoniemen apteekki","Hiihtomäentie 14",810,"Helsinki","Länsi-Herttoniemi",NA,"Apteekit","Hiihtomäentie 14,Helsinki","60.1949299","25.0297379"
3237,"Herttoniemen kirjasto","Kettutie 8 C",99,"Helsinki","Länsi-Herttoniemi",NA,"Kirjastot","Kettutie 8 C,Helsinki","60.2061436","25.0372388"
3243,"Hesburger","Isonniitynkuja 2",2270,"Espoo","Eestinmalmi",NA,"Pikaruokalat","Isonniitynkuja 2,Espoo","60.1629269","24.7066046"
3244,"Hesburger","Ratsukatu 3",2600,"Espoo","Etelä-Leppävaara",NA,"Pikaruokalat","Ratsukatu 3,Espoo","60.2183711","24.808071"
3245,"Hesburger","Koivu-Mankkaan tie 5",2200,"Espoo","Länsikorkee",NA,"Pikaruokalat","Koivu-Mankkaan tie 5,Espoo","60.17665525","24.7826214273938"
3246,"Hesburger","Kamreerintie 3",2770,"Espoo","Suvela",NA,"Pikaruokalat","Kamreerintie 3,Espoo","60.2042513","24.6570452"
3247,"Hesburger","Kivenlahdentie 2",2320,"Espoo","Kivenlahti",NA,"Pikaruokalat","Kivenlahdentie 2,Espoo","60.1523479","24.6650227"
3248,"Hesburger","Piispansilta 11",2230,"Espoo","Matinkylä",NA,"Pikaruokalat","Piispansilta 11,Espoo","60.1620733","24.7375304"
3249,"Hesburger","Leppävaarankatu 3-9",2600,"Espoo","Etelä-Leppävaara",NA,"Pikaruokalat","Leppävaarankatu 3-9,Espoo","60.2188216","24.8128941"
3250,"Hesburger","Lähderannantie 22",2720,"Espoo","Lähderanta",NA,"Pikaruokalat","Lähderannantie 22,Espoo","60.2395581","24.7404911"
3267,"Hesburger","Hämeentie 2",530,"Helsinki","Siltasaari",NA,"Pikaruokalat","Hämeentie 2,Helsinki","60.1802853","24.950563"
3268,"Hesburger","Itäkatu 7 E 18",930,"Helsinki","Itäkeskus",NA,"Pikaruokalat","Itäkatu 7 E 18,Helsinki",NA,NA
3269,"Hesburger","Kauppakartanonkatu 3",930,"Helsinki","Itäkeskus",NA,"Pikaruokalat","Kauppakartanonkatu 3,Helsinki","60.209656","25.0852176"
3270,"Hesburger","Vuorikatu 14",100,"Helsinki","Kluuvi",NA,"Pikaruokalat","Vuorikatu 14,Helsinki","60.1721661","24.9474444"
3271,"Hesburger","Helsinginkatu 28",530,"Helsinki","Linjat",NA,"Pikaruokalat","Helsinginkatu 28,Helsinki","60.1863345","24.9478264"
3272,"Hesburger","Kasarmikatu 19",130,"Helsinki","Kaartinkaupunki",NA,"Pikaruokalat","Kasarmikatu 19,Helsinki","60.1650065","24.9482105"
3273,"Hesburger","Kaupintie 19",440,"Helsinki","Lassila",NA,"Pikaruokalat","Kaupintie 19,Helsinki","60.2325901","24.886698"
3274,"Hesburger","Lirokuja 1",940,"Helsinki","Kontula",NA,"Pikaruokalat","Lirokuja 1,Helsinki","60.23397635","25.080561937313"
3275,"Hesburger","Vähänkyröntie 2",610,"Helsinki","Käpylä",NA,"Pikaruokalat","Vähänkyröntie 2,Helsinki","60.207432","24.9465627"
3276,"Hesburger","Varikkotie 2",880,"Helsinki","Roihupelto",NA,"Pikaruokalat","Varikkotie 2,Helsinki","60.2102866","25.0615535"
3277,"Hesburger","Malmin Kauppatie 18",700,"Helsinki","Ylä-Malmi",NA,"Pikaruokalat","Malmin Kauppatie 18,Helsinki","60.2520968","25.0103537"
3278,"Hesburger","Ratapihantie 6",520,"Helsinki","Itä-Pasila",NA,"Pikaruokalat","Ratapihantie 6,Helsinki","60.1985716","24.9343517"
3279,"Hesburger","Rapakivenkaari 3",720,"Helsinki","Ala-Malmi",NA,"Pikaruokalat","Rapakivenkaari 3,Helsinki","60.24103","24.99818"
3280,"Hesburger","Kaivokatu",100,"Helsinki","Kluuvi",NA,"Pikaruokalat","Kaivokatu,Helsinki","60.1701633","24.9394863"
3281,"Hesburger","Porkkalankatu 9-11",180,"Helsinki","Ruoholahti",NA,"Pikaruokalat","Porkkalankatu 9-11,Helsinki","60.1641909","24.9088485"
3282,"Hesburger","Mannerheimintie 105",280,"Helsinki","Ruskeasuo",NA,"Pikaruokalat","Mannerheimintie 105,Helsinki","60.2043047","24.899494"
3283,"Hesburger","Fredrikinkatu 65",100,"Helsinki","Kamppi",NA,"Pikaruokalat","Fredrikinkatu 65,Helsinki","60.1693778","24.9302542"
3284,"Hesburger","Mannerheimintie 19 A",250,"Helsinki","Taka-Töölö",NA,"Pikaruokalat","Mannerheimintie 19 A,Helsinki","60.1916307","24.912036"
3285,"Hesburger","Vuotie 45",980,"Helsinki","Keski-Vuosaari",NA,"Pikaruokalat","Vuotie 45,Helsinki","60.2070072","25.1456118"
3286,"Hesburger","Tietokuja 1",330,"Helsinki","Vanha Munkkiniemi",NA,"Pikaruokalat","Tietokuja 1,Helsinki","60.2023988","24.87609"
3287,"Hesburger","Turuntie 14",370,"Helsinki","Mäkkylä",NA,"Pikaruokalat","Turuntie 14,Helsinki","60.1855769","24.9213722"
3288,"Hesburger","Ajomiehentie 1",390,"Helsinki","Konala",NA,"Pikaruokalat","Ajomiehentie 1,Helsinki","60.2390251","24.8499253"
3289,"Hesburger","Kivensilmänkuja 1",920,"Helsinki","Myllypuro",NA,"Pikaruokalat","Kivensilmänkuja 1,Helsinki","60.2237961","25.0751306"
3290,"Hesburger","Tyynenmerenkatu 9",180,"Helsinki","Jätkäsaari",NA,"Pikaruokalat","Tyynenmerenkatu 9,Helsinki","60.1567456","24.9215251"
3291,"Hesburger","Aleksanterinkatu 52",100,"Helsinki","Kluuvi",NA,"Pikaruokalat","Aleksanterinkatu 52,Helsinki","60.1681157","24.9421009"
3292,"Hesburger","Urho Kekkosen katu 1",100,"Helsinki","Kamppi",NA,"Pikaruokalat","Urho Kekkosen katu 1,Helsinki","60.1694465","24.932871"
3293,"Hesburger","Nordenskiöldinkatu 22",240,"Helsinki","Länsi-Pasila",NA,"Pikaruokalat","Nordenskiöldinkatu 22,Helsinki","60.1930029","24.9304444"
3294,"Hesburger","Siltavoudintie 19",640,"Helsinki","Patola",NA,"Pikaruokalat","Siltavoudintie 19,Helsinki","60.2344348","24.9666664"
3295,"Hesburger","Kantelettarentie 1",420,"Helsinki","Kannelmäki",NA,"Pikaruokalat","Kantelettarentie 1,Helsinki","60.2373166","24.8908148"
3296,"Hesburger","Asema-Aukio",100,"Helsinki","Kluuvi",NA,"Pikaruokalat","Asema-Aukio,Helsinki","60.1703935","24.939521"
3496,"Hesburger","Tasetie 8",1510,"Vantaa","Pakkala",NA,"Pikaruokalat","Tasetie 8,Vantaa","60.2904181","24.9701397"
3497,"Hesburger","Vantaanportinkatu 3",1510,"Vantaa","Pakkala",NA,"Pikaruokalat","Vantaanportinkatu 3,Vantaa","60.2925143","24.9619895"
3498,"Hesburger","Vantaanportinkatu 2",1510,"Vantaa","Pakkala",NA,"Pikaruokalat","Vantaanportinkatu 2,Vantaa","60.2925135","24.961879"
3499,"Hesburger","Martinlaaksontie 1",1620,"Vantaa","Vantaanlaakso",NA,"Pikaruokalat","Martinlaaksontie 1,Vantaa","60.276212","24.8568897"
3500,"Hesburger","Raappavuorentie 10",1600,"Vantaa","Myyrmäki",NA,"Pikaruokalat","Raappavuorentie 10,Vantaa","60.2611031","24.841313879552"
3501,"Hesburger","Asematie 4-10",1300,"Vantaa","Tikkurila",NA,"Pikaruokalat","Asematie 4-10,Vantaa","60.2920259","25.0420625"
3502,"Hesburger","Valimotie 9",1510,"Vantaa","Tammisto",NA,"Pikaruokalat","Valimotie 9,Vantaa","60.2223276","24.87614"
3510,"Heureka","Kuninkaalantie 7",1300,"Vantaa","Kuninkaala",NA,"","Kuninkaalantie 7,Vantaa","60.2876949","25.0405876"
3511,"Heureka Shop","Urho Kekkosen katu 1",100,"Helsinki","Kamppi",NA,"Sekatavarakaupat","Urho Kekkosen katu 1,Helsinki","60.1694465","24.932871"
3512,"Hi5Bikes","Puusepänkatu 11",880,"Helsinki","Herttoniemi",NA,"Urheilukaupat","Puusepänkatu 11,Helsinki","60.1948366","25.0422855"
3513,"Hierontaiatros","Ojahaanrinne 2",1600,"Vantaa","Myyrmäki",NA,"Hierontapaikat","Ojahaanrinne 2,Vantaa","60.264465","24.8572944"
3514,"Hietalahden apteekki","Hietalahdenranta 5-7",120,"Helsinki","Punavuori",NA,"Apteekit","Hietalahdenranta 5-7,Helsinki","60.1604066","24.93065"
3526,"HippoSport","Kilonkartanontie 2",2610,"Espoo","Kuninkainen",NA,"Eläinkaupat","Kilonkartanontie 2,Espoo","60.223138","24.7877804828514"
3533,"Hiusstudio NÄKY","Peltolantie 2",1300,"Vantaa","Viertola",NA,"Parturit ja kampaamot","Peltolantie 2,Vantaa","60.293438","25.0309428"
3534,"HLR Golf Academy","Ruosilantie 10",390,"Helsinki","Konala",NA,"Liikuntapaikat","Ruosilantie 10,Helsinki","60.2383469","24.8578627"
3535,"Hobby Hall","Valimotie 11",1510,"Vantaa","Tammisto",NA,"Sekatavarakaupat","Valimotie 11,Vantaa","60.2863217","24.9747724"
3536,"Hobby-Point","Fredrikinkatu 61",100,"Helsinki","Kamppi",NA,"Askartelukaupat","Fredrikinkatu 61,Helsinki","60.1679168","24.9323723"
3537,"Hoidonaika","Rusthollarinkuja 2",910,"Helsinki","Puotila",NA,"Luontaistuotekaupat","Rusthollarinkuja 2,Helsinki","60.2116389","25.0927770619576"
3539,"Holiday Inn","Messuaukio 1",520,"Helsinki","Itä-Pasila",NA,"Hotellit","Messuaukio 1,Helsinki","60.2021663","24.9361526"
3540,"Holiday Inn","Elielinaukio 5",100,"Helsinki","Kluuvi",NA,"Hotellit","Elielinaukio 5,Helsinki","60.172338","24.9399351"
3541,"Holiday Inn","Sulhasenkuja 3",180,"Helsinki","Ruoholahti",NA,"Hotellit","Sulhasenkuja 3,Helsinki","60.1652365","24.9095244"
3545,"Holiday Inn","Rälssitie 2",1510,"Vantaa","Veromies",NA,"Hotellit","Rälssitie 2,Vantaa","60.29520945","24.9714823578909"
3551,"Hong Kong","Nimismiehenpelto 6",2770,"Espoo","Muurala",NA,"Sekatavarakaupat","Nimismiehenpelto 6,Espoo","60.2147831","24.6517442"
3552,"Hong Kong","Martinsillantie 10",2270,"Espoo","Eestinmalmi",NA,"Sekatavarakaupat","Martinsillantie 10,Espoo","60.1589357","24.6928194"
3576,"Hong Kong","Porttipuistontie 1",1200,"Vantaa","Kuninkaala",NA,"Sekatavarakaupat","Porttipuistontie 1,Vantaa","60.2798378","25.0812402"
3581,"Hot Lips","Louhentie 2",2130,"Espoo","Pohjois-Tapiola",NA,"Erotiikkamyymälät","Louhentie 2,Espoo","60.1832976","24.7943964"
3583,"Hot Lips","Asiakkaankatu 5",930,"Helsinki","Itäkeskus",NA,"Erotiikkamyymälät","Asiakkaankatu 5,Helsinki","60.2085326","25.0805067"
3588,"Hot Lips","Peltolantie 2",1300,"Vantaa","Viertola",NA,"Erotiikkamyymälät","Peltolantie 2,Vantaa","60.293438","25.0309428"
3589,"Hot Lips","Uomatie 4",1600,"Vantaa","Myyrmäki",NA,"Erotiikkamyymälät","Uomatie 4,Vantaa","60.2705879","24.855329"
3593,"HSL palvelupiste","Rautatientorin Metroasema",100,"Helsinki","Kluuvi",NA,"Muut","Rautatientorin Metroasema,Helsinki",NA,NA
3594,"HSY, Sortti-asema","Ämmässuontie 8",2820,"Espoo","Ämmässuo",NA,"Muut","Ämmässuontie 8,Espoo",NA,NA
3595,"HSY, Sortti-asema","Kivikonlaita 5",940,"Helsinki","Kivikko",NA,"Muut","Kivikonlaita 5,Helsinki","60.2377735","25.0484064488066"
3596,"HSY, Sortti-asema","Betonitie 5",390,"Helsinki","Konala",NA,"Muut","Betonitie 5,Helsinki","60.25199515","24.834451206267"
3600,"Hullu Kukko","Mannerheimintie 20 A",100,"Helsinki","Kamppi",NA,"Ravintolat","Mannerheimintie 20 A,Helsinki","60.1916307","24.912036"
3603,"Huoneistokeskus","Espoonlahdenkatu 4",2320,"Espoo","Espoonlahti",NA,"Kiinteistönvälitys","Espoonlahdenkatu 4,Espoo","60.1493709","24.6548564"
3604,"Huoneistokeskus","Kamreerintie 3",2770,"Espoo","Suvela",NA,"Kiinteistönvälitys","Kamreerintie 3,Espoo","60.2042513","24.6570452"
3605,"Huoneistokeskus","Leppävaarankatu 3-9",2600,"Espoo","Etelä-Leppävaara",NA,"Kiinteistönvälitys","Leppävaarankatu 3-9,Espoo","60.2188216","24.8128941"
3606,"Huoneistokeskus","Leppävaarankatu 7",2600,"Espoo","Etelä-Leppävaara",NA,"Kiinteistönvälitys","Leppävaarankatu 7,Espoo","60.2175211","24.811222"
3607,"Huoneistokeskus","Piispansilta 11 T 42",2230,"Espoo","Matinkylä",NA,"Kiinteistönvälitys","Piispansilta 11 T 42,Espoo",NA,NA
3608,"Huoneistokeskus","Tapiontori 3 B",2100,"Espoo","Tapiola",NA,"Kiinteistönvälitys","Tapiontori 3 B,Espoo",NA,NA
3609,"Huoneistokeskus","Länsituulentie 10",2120,"Espoo","Tapiola",NA,"Kiinteistönvälitys","Länsituulentie 10,Espoo","60.1758991","24.8039275"
3611,"Huoneistokeskus","Mannerheimintie 7",100,"Helsinki","Kluuvi",NA,"Kiinteistönvälitys","Mannerheimintie 7,Helsinki","60.1698156","24.9391928"
3612,"Huoneistokeskus","Liisankatu 18",170,"Helsinki","Kruununhaka",NA,"Kiinteistönvälitys","Liisankatu 18,Helsinki","60.1740057","24.9535528"
3613,"Huoneistokeskus","Gyldenintie 6",200,"Helsinki","Lauttasaari",NA,"Kiinteistönvälitys","Gyldenintie 6,Helsinki","60.1601306","24.877203"
3614,"Huoneistokeskus","Tukholmankatu 2",250,"Helsinki","Meilahti",NA,"Kiinteistönvälitys","Tukholmankatu 2,Helsinki","60.19081","24.9113736"
3615,"Huoneistokeskus","Munkkiniemen Puistotie 17",330,"Helsinki","Vanha Munkkiniemi",NA,"Kiinteistönvälitys","Munkkiniemen Puistotie 17,Helsinki","60.1980234","24.878234"
3616,"Huoneistokeskus","Huopalahdentie 24 B",350,"Helsinki","Munkkivuori",NA,"Kiinteistönvälitys","Huopalahdentie 24 B,Helsinki","60.2050637","24.8804689"
3617,"Huoneistokeskus","Aleksanterinkatu 30",100,"Helsinki","Kluuvi",NA,"Kiinteistönvälitys","Aleksanterinkatu 30,Helsinki","60.1692031","24.9581519"
